Date,Open,High,Low,Close,Adj Close,Volume
2015-05-15,2122.070068,2123.889893,2116.810059,2122.72998,2122.72998,3092080000
2015-05-18,2121.300049,2131.780029,2120.01001,2129.199951,2129.199951,2888190000
2015-05-19,2129.449951,2133.02002,2124.5,2127.830078,2127.830078,3296030000
2015-05-21,2125.550049,2134.280029,2122.949951,2130.820068,2130.820068,3070460000
2015-05-22,2130.360107,2132.149902,2126.060059,2126.060059,2126.060059,2571860000
2015-05-26,2125.340088,2125.340088,2099.179932,2104.199951,2104.199951,3342130000
2015-05-27,2105.129883,2126.219971,2105.129883,2123.47998,2123.47998,3127960000
2015-05-28,2122.27002,2122.27002,2112.860107,2120.790039,2120.790039,2980350000
2015-05-29,2120.659912,2120.659912,2104.889893,2107.389893,2107.389893,3927390000
2015-06-01,2108.639893,2119.149902,2102.540039,2111.72998,2111.72998,3011710000
2015-06-02,2110.409912,2117.590088,2099.139893,2109.600098,2109.600098,3049350000
2015-06-03,2110.639893,2121.919922,2109.610107,2114.070068,2114.070068,3099980000
2015-06-05,2095.090088,2100.98999,2085.669922,2092.830078,2092.830078,3243690000
2015-06-08,,2093.01001,2079.110107,2079.280029,2079.280029,2917150000
2015-06-09,2079.070068,2085.6201170000004,2072.139893,2080.149902,2080.149902,3034580000
2015-06-10,2081.1201170000004,2108.5,2081.1201170000004,2105.199951,2105.199951,3414320000
2015-06-11,2106.23999,2115.02002,2106.23999,2108.860107,2108.860107,3128600000
2015-06-12,2107.429932,2107.429932,2091.330078,2094.110107,2094.110107,2719400000
2015-06-15,2091.340088,2091.340088,2072.48999,2084.429932,2084.429932,3061570000
2015-06-16,2084.26001,2097.399902,2082.100098,2096.290039,2096.290039,2919900000
2015-06-17,2097.399902,2106.790039,2088.860107,2100.439941,2100.439941,3222240000
2015-06-18,2101.580078,2126.649902,2101.580078,2121.23999,2121.23999,3520360000
2015-06-19,,2121.639893,2109.449951,2109.98999,2109.98999,4449810000
2015-06-23,2123.159912,2128.030029,2119.889893,2124.199951,2124.199951,3091190000
2015-06-24,2123.649902,2125.100098,2108.580078,2108.580078,2108.580078,3102480000
2015-06-25,2109.959961,2116.040039,2101.780029,2102.310059,2102.310059,3214610000
2015-06-26,2102.6201170000004,2108.919922,2095.379883,2101.48999,2101.48999,5025470000
2015-06-29,2098.629883,2098.629883,2056.639893,2057.639893,2057.639893,3678960000
2015-06-30,2061.189941,2074.280029,2056.320068,2063.110107,2063.110107,4078540000
2015-07-02,2078.030029,2085.060059,2071.02002,2076.780029,2076.780029,2996540000
2015-07-06,2073.949951,2078.610107,2058.399902,2068.76001,2068.76001,3486360000
2015-07-07,2069.52002,2083.73999,2044.02002,2081.340088,2081.340088,4458660000
2015-07-08,2077.659912,2077.659912,2044.660034,2046.680054,2046.680054,3608780000
2015-07-09,2049.72998,2074.280029,2049.72998,2051.310059,2051.310059,3446810000
2015-07-10,2052.73999,2081.310059,2052.73999,2076.6201170000004,2076.6201170000004,3065070000
2015-07-13,2080.030029,2100.669922,2080.030029,2099.600098,2099.600098,3096730000
